model,accuracy,time
Ada_Boost_Classifier,81.49,2132
Ada_Boost_Classifier,81.49,2133
Ada_Boost_Classifier,81.49,2134
Ada_Boost_Classifier,93.0,2135
Ada_Boost_Classifier,74.27,2136
Ada_Boost_Classifier,74.27,2137
Ada_Boost_Classifier,84.48,2138
Ada_Boost_Classifier,81.49,2139
Ada_Boost_Classifier,74.27,2140
Ada_Boost_Classifier,84.48,2141
Ada_Boost_Classifier,81.49,2142
Ada_Boost_Classifier,91.48,2143
Ada_Boost_Classifier,84.48,2144
Ada_Boost_Classifier,84.48,2145
Ada_Boost_Classifier,81.5,2146
Ada_Boost_Classifier,81.49,2147
Ada_Boost_Classifier,74.27,2148
Ada_Boost_Classifier,81.49,2149
Ada_Boost_Classifier,93.0,2150
Ada_Boost_Classifier,95.3,2151
Ada_Boost_Classifier,94.25,2152
Ada_Boost_Classifier,81.49,2153
Ada_Boost_Classifier,78.11,2154
Ada_Boost_Classifier,81.49,2155
Ada_Boost_Classifier,81.49,2156
Ada_Boost_Classifier,77.9,2157
Ada_Boost_Classifier,81.49,2158
Ada_Boost_Classifier,74.27,2159
Ada_Boost_Classifier,81.49,2160
Ada_Boost_Classifier,74.27,2161
Ada_Boost_Classifier,81.49,2162
Ada_Boost_Classifier,81.49,2163
Ada_Boost_Classifier,78.11,2164
Ada_Boost_Classifier,81.49,2165
Ada_Boost_Classifier,78.11,2166
Ada_Boost_Classifier,74.27,2167
Ada_Boost_Classifier,77.9,2168
Ada_Boost_Classifier,95.3,2169
Ada_Boost_Classifier,81.49,2170
Ada_Boost_Classifier,81.49,2171
Ada_Boost_Classifier,94.25,2172
Ada_Boost_Classifier,74.27,2173
Ada_Boost_Classifier,81.49,2174
Ada_Boost_Classifier,84.48,2175
Ada_Boost_Classifier,81.49,2176
Ada_Boost_Classifier,84.48,2177
Ada_Boost_Classifier,81.49,2178
Ada_Boost_Classifier,74.27,2179
Ada_Boost_Classifier,91.49,2180
Ada_Boost_Classifier,93.0,2181
